using ndc
-1.56864 0.13071 -4.60096
-1.28239 0.0427687 -3.4805
-2.25404 0.358823 -7.70836
-3.06438 0.652171 -11.1515
-4.37841 1.14788 -16.8485
-2.12148 0.303988 -7.24513
-2.87735 0.570521 -10.4769
-4.14363 1.03385 -15.9792
-1.96302 0.246708 -6.7061
-2.64784 0.484353 -9.66945
-3.84595 0.914109 -14.9133
-3.54862 0.805893 -13.8842
-3.05621 0.638207 -11.9917
-2.42076 0.405821 -8.88363
-2.15526 0.31736 -7.88988
-1.80845 0.195476 -6.19213
-1.66729 0.15068 -5.7123
-1.50503 0.0938487 -4.7508
-1.1863 -0.00648605 -3.41066
-1.6032 0.129253 -5.06539
-1.25139 0.0171933 -3.60793
-1.69266 0.165775 -5.36768
-1.31627 0.0435378 -3.82215
-1.37084 0.067523 -4.01411
-1.41237 0.085778 -4.16143
-1.75864 0.197016 -5.60304
-1.80454 0.219835 -5.76786
-2.33417 0.401296 -7.99943
-2.38083 0.430244 -8.16769
-0.959422 -0.0720312 -2.47444
-0.800348 -0.112756 -1.83254
-1.01116 -0.0533761 -2.62898
-0.843883 -0.0969476 -1.96287
-1.06342 -0.0325341 -2.79991
-0.88765 -0.0795977 -2.10542
-0.928375 -0.0631372 -2.24683
-0.961042 -0.050191 -2.36166
-1.11054 -0.0129133 -2.96443
-1.14794 0.00243223 -3.09631
-1.41599 0.0653262 -4.48349
-1.35114 0.0462723 -4.29861
-1.1313 -0.0235943 -3.26711
-1.10378 -0.0310615 -3.23343
-7.23925 2.24829 -29.4183
-7.07397 2.12726 -28.8381
-6.69439 1.95759 -27.4626
-3.14607 0.706824 -11.4507
-3.1741 0.739404 -11.5417
-4.40315 1.20194 -16.9198
-4.33175 1.21441 -16.5908
-6.40912 2.08829 -25.8388
-6.92724 2.21565 -28.082
-0.688706 -0.13664 -1.39424
-0.611109 -0.150167 -1.09558
-0.724801 -0.122991 -1.50266
-0.640597 -0.138439 -1.18356
-0.761383 -0.108195 -1.6213
-0.670986 -0.125753 -1.2808
-0.700898 -0.113816 -1.38258
-0.72725 -0.104251 -1.47469
-0.796131 -0.0942889 -1.7413
-0.824326 -0.0834386 -1.84016
-0.916843 -0.0851192 -2.36801
-0.906738 -0.0875571 -2.39441
-0.76227 -0.124674 -1.73512
-0.745294 -0.129274 -1.73698
-0.627041 -0.155017 -1.24294
-0.559236 -0.166286 -0.966063
-0.654996 -0.147587 -1.30286
-0.583486 -0.159633 -1.02019
-3.02639 0.6727 -12.4043
-2.85393 0.645846 -11.8786
-2.70537 0.623281 -11.4235
-2.08375 0.323436 -8.05547
-2.02654 0.324369 -7.97326
-1.97393 0.324744 -7.87998
-1.54511 0.13085 -5.56453
-1.52235 0.136569 -5.58483
-1.50231 0.142145 -5.59388
-0.958943 -0.0652625 -2.85825
-0.992969 -0.0590611 -2.93042
-1.04764 -0.0455043 -3.0953
-1.1963 0.0110467 -3.95104
-1.2271 0.014798 -3.99377
-1.2593 0.0216534 -4.05827
-1.56721 0.128628 -5.53662
-1.57456 0.124938 -5.45729
-1.17744 0.0137318 -3.95629
-1.16595 0.0182823 -3.97695
-0.942478 -0.0644128 -2.85463
-0.934584 -0.0611659 -2.87448
-0.672661 -0.143619 -1.56591
-0.693971 -0.140773 -1.59386
-0.792001 -0.113638 -2.09804
-0.819434 -0.108974 -2.14957
-0.87401 -0.0956188 -2.32014
-2.11802 0.319781 -8.03082
-2.06303 0.291201 -7.62992
-3.1538 0.690742 -12.7114
-5.87223 1.66029 -24.6158
-5.55933 1.57738 -23.6221
-5.06956 1.45018 -21.8045
-6.35013 1.82274 -26.3231
-0.587028 -0.16127 -1.19377
-0.527407 -0.170881 -0.938519
-0.601863 -0.159996 -1.19984
-0.539738 -0.169973 -0.939445
-1.02487 -0.0540205 -2.94158
-0.780695 -0.112558 -2.10488
-0.776095 -0.109793 -2.12708
-0.665571 -0.142041 -1.58231
-0.663421 -0.139531 -1.60566
-0.850864 -0.0815476 -2.68501
-0.881351 -0.0732347 -2.7573
-0.908989 -0.0647139 -2.83352
-1.04916 -0.0124279 -3.6816
-1.0939 0.000906264 -3.80464
-1.13147 0.0130796 -3.91425
-1.33336 0.0940966 -5.12565
-1.40176 0.116224 -5.33787
-1.45297 0.133786 -5.49333
-2.38632 0.525919 -10.6195
-2.23565 0.475233 -10.1187
-1.96278 0.381684 -8.97926
-1.75009 0.258561 -7.27414
-1.63189 0.221402 -6.87192
-1.47437 0.170038 -6.23274
-1.2549 0.0718191 -4.87928
-1.17453 0.0498787 -4.60536
-0.607603 -0.15331 -1.48027
-0.629444 -0.147516 -1.53289
-0.647849 -0.141944 -1.58289
-0.709653 -0.125689 -1.98152
-0.734498 -0.119158 -2.03916
-0.756502 -0.112513 -2.09863
-1.00664 -0.0222141 -3.58251
-0.973899 -0.0279402 -3.51501
-0.826528 -0.0853495 -2.65761
-0.816735 -0.0834735 -2.70226
-3.39956 0.981016 -16.0624
-3.24052 0.922651 -15.5812
-3.01101 0.848789 -14.7364
-1.94031 0.433163 -9.43076
-1.44377 0.210494 -6.62079
-1.11687 0.0693222 -4.7606
-2.0012 0.426664 -9.50849
-1.46022 0.194469 -6.52134
-1.12724 0.0572036 -4.67474
-1.42272 0.162377 -6.1331
-1.12522 0.0444249 -4.52925
-1.83575 0.288191 -7.53589
-1.89458 0.309585 -7.70051
-2.47125 0.55905 -10.8288
-2.53269 0.58381 -10.9537
-3.59035 1.07409 -16.4353
-3.48916 1.02592 -16.2236
-0.690076 -0.128388 -1.96393
-0.689688 -0.124167 -2.04421
-0.588153 -0.156444 -1.45489
-0.581832 -0.153698 -1.51303
-0.497185 -0.175257 -1.06944
-0.449215 -0.184899 -0.81768
-0.514152 -0.173807 -1.08499
-0.465233 -0.182859 -0.840232
-0.533658 -0.16993 -1.12214
-0.482701 -0.178965 -0.876858
-0.499864 -0.174163 -0.92191
-0.514807 -0.1698 -0.96677
-0.552899 -0.164669 -1.17052
-0.568801 -0.159822 -1.21508
-0.769447 -0.0959958 -2.51332
-0.787735 -0.0846339 -2.67661
-0.672079 -0.124454 -2.03264
-1.10206 0.0831159 -4.80141
-1.08922 0.0988221 -4.82802
-0.894633 -0.0234428 -3.49074
-0.883582 -0.0132746 -3.53202
-0.878205 0.00013031 -3.5898
-0.736782 -0.0854012 -2.58851
-0.728054 -0.0776003 -2.62915
-0.72655 -0.0662601 -2.69897
-0.616185 -0.109261 -2.05248
-0.533584 -0.137227 -1.56806
-0.615318 -0.119312 -1.97869
-0.531429 -0.146559 -1.49509
-0.621008 -0.126505 -1.92999
-0.534968 -0.153616 -1.4424
-0.756279 -0.0878872 -2.59794
-0.910889 -0.0291447 -3.46848
-0.926408 -0.0314248 -3.45862
-1.41152 0.224075 -6.59075
-1.86489 0.436205 -9.18571
-1.38223 0.239928 -6.53564
-1.80123 0.44485 -8.94157
-1.75204 0.457835 -8.74303
-1.71211 0.468942 -8.58682
-1.35984 0.256479 -6.48866
-1.34378 0.270114 -6.45769
-1.08113 0.114874 -4.85743
-1.07585 0.127843 -4.88304
-0.876698 0.0143145 -3.65253
-0.876111 0.025888 -3.70317
-0.728159 -0.0539461 -2.77398
-0.72986 -0.0436589 -2.835
-2.698 0.787151 -13.6943
-2.54149 0.76025 -13.0081
-2.41386 0.746448 -12.3936
-0.619655 -0.09832 -2.13056
-0.622819 -0.0890674 -2.19464
-0.538087 -0.12723 -1.64459
-0.542214 -0.118771 -1.70809
-1.38827 0.434508 -8.06496
-1.34317 0.445234 -8.02519
-1.30495 0.461466 -7.95896
-1.13239 0.273831 -6.34839
-1.10452 0.29204 -6.39129
-1.07829 0.313173 -6.39021
-0.927064 0.148237 -4.93431
-0.909127 0.168127 -5.00342
-0.892291 0.190788 -5.04185
-0.65742 -0.00903265 -3.04552
-0.673983 -0.019528 -3.01148
-0.696557 -0.0233879 -3.02808
-0.775133 0.0576741 -3.87486
-0.78957 0.0437108 -3.80331
-0.799557 0.0338446 -3.72989
-0.938987 0.12899 -4.80425
-0.937369 0.108178 -4.60539
-0.760862 0.0757289 -3.93589
-0.750496 0.0978995 -3.99503
-0.645813 0.00678793 -3.09936
-0.639983 0.0272356 -3.16832
-0.486637 -0.096716 -1.82098
-0.498903 -0.105345 -1.78949
-0.526446 -0.105859 -1.84914
-0.562756 -0.0589582 -2.37147
-0.577576 -0.0682534 -2.34356
-0.604695 -0.0685154 -2.40762
-1.1504 0.253144 -6.20254
-1.13222 0.218347 -5.84821
-1.42968 0.422466 -8.0104
-1.42494 0.385479 -7.62331
-1.79357 0.623993 -9.96923
-1.71733 0.609608 -9.84604
-1.64242 0.600233 -9.68767
-1.62849 0.464728 -8.3369
-2.01344 0.706829 -10.6638
-1.55692 0.441142 -8.13888
-1.90405 0.666447 -10.3092
-0.994797 0.12953 -4.86245
-0.967696 0.105993 -4.58959
-1.16291 0.218698 -5.8477
-0.427265 -0.124955 -1.38212
-0.386131 -0.143923 -1.06666
-0.435792 -0.132553 -1.34471
-0.393367 -0.149793 -1.03569
-0.449789 -0.135632 -1.34052
-0.405175 -0.15173 -1.03312
-0.420499 -0.149602 -1.06132
-0.434567 -0.146446 -1.09852
-0.464436 -0.135042 -1.35158
-0.477526 -0.132976 -1.37334
-0.528878 -0.112043 -1.76358
-0.538591 -0.112332 -1.75583
-0.619061 -0.0813486 -2.25065
-0.72451 -0.0351457 -2.89024
-0.612363 -0.0793656 -2.27937
-0.717064 -0.033017 -2.92179
-0.616228 -0.0721066 -2.38539
-0.71431 -0.0283775 -2.99378
-0.680551 -0.0396128 -2.8455
-0.554363 -0.0448979 -2.42701
-0.551924 -0.0267348 -2.50076
-0.481266 -0.0842316 -1.87981
-0.481653 -0.0680755 -1.95826
-0.882006 0.217952 -5.08157
-0.878634 0.24856 -5.13155
-0.746816 0.124275 -4.06446
-0.750302 0.155048 -4.15389
-0.640995 0.0520096 -3.25537
-0.649058 0.0817372 -3.36786
-1.1371 0.360784 -3.79137
-1.21825 0.378223 -3.97183
-1.01084 0.305701 -3.31586
-1.08755 0.316803 -3.43934
-1.09181 0.363935 -3.8256
-1.16419 0.386692 -4.01462
-1.04592 0.334398 -3.56286
-1.06013 0.274099 -3.14471
-0.983693 0.266015 -3.00532
-0.919137 0.258569 -2.91399
-1.32643 0.188619 -3.51104
-0.79728 -0.0492747 -1.54927
-0.84743 -0.0170263 -1.73596
-0.71999 -0.0901612 -1.30348
-0.754397 -0.0732842 -1.40479
-0.677931 -0.107935 -1.21562
-0.694406 -0.101237 -1.24218
-1.01206 -0.0339038 -2.48236
-0.994588 -0.038897 -2.45258
-0.856772 -0.0725394 -1.90289
-0.849002 -0.0749574 -1.90418
-0.747748 -0.0964591 -1.50266
-0.745556 -0.0977462 -1.52031
-0.670553 -0.111374 -1.21839
-0.674744 -0.111958 -1.2575
-0.557641 -0.157242 -0.8924
-0.581616 -0.147359 -0.961735
-0.606794 -0.1366 -1.03949
-0.633479 -0.126071 -1.12719
-0.663058 -0.116463 -1.22902
-0.535065 -0.165267 -0.832456
-0.515042 -0.170976 -0.789356
-0.487679 -0.175141 -0.768091
-0.498315 -0.174179 -0.767565
-0.582246 -0.159617 -1.21326
-0.581634 -0.157433 -1.23623
-0.5239 -0.169461 -0.958614
-0.525153 -0.167562 -0.985215
-0.484738 -0.174193 -0.78779
-0.488339 -0.172737 -0.824196
-0.420498 -0.188229 -0.663481
-0.434448 -0.18623 -0.684013
-0.449787 -0.182657 -0.717556
-0.465423 -0.178299 -0.759991
-0.481938 -0.174177 -0.813754
-0.548618 -0.156858 -1.43161
-0.480987 -0.17479 -1.06036
-0.471393 -0.171059 -1.08184
-0.436224 -0.184353 -0.813911
-0.427907 -0.180917 -0.832892
-0.408696 -0.187858 -0.658206
-0.40073 -0.184937 -0.672843
-0.42756 -0.166287 -0.93879
-0.398435 -0.17218 -0.760895
-0.425482 -0.174519 -0.877148
-0.397527 -0.179347 -0.708444
-0.63775 -0.129062 -1.93141
-0.471403 -0.155319 -1.20078
-0.468887 -0.164198 -1.13215
-0.476221 -0.146051 -1.27319
-0.480986 -0.138218 -1.33504
-0.432184 -0.15781 -1.00634
-0.437788 -0.150528 -1.06964
-0.402404 -0.164731 -0.823703
-0.409525 -0.157724 -0.897451
-0.360595 -0.155086 -0.856361
-0.367561 -0.159462 -0.833048
-0.378449 -0.160585 -0.835291
-0.392107 -0.158597 -0.863866
-0.406711 -0.155456 -0.912654
-0.424169 -0.114018 -1.4413
-0.426661 -0.0994326 -1.5233
-0.383976 -0.134668 -1.1207
-0.387091 -0.121745 -1.19925
-0.358247 -0.147564 -0.901592
-0.360705 -0.136535 -0.970594
-0.488215 -0.0473284 -2.06228
-0.500606 -0.0215906 -2.19331
-0.434902 -0.0804234 -1.63233
-0.448071 -0.0569625 -1.76585
-0.395506 -0.104657 -1.30493
-0.408153 -0.0836173 -1.43304
-0.556081 -0.00404476 -2.59732
-0.566869 0.0238619 -2.72189
-0.916231 0.327824 -3.62457
-0.933071 0.323871 -3.55207
-0.968058 0.328568 -3.55933
-0.851982 0.292304 -3.33325
-0.866837 0.287371 -3.24386
-0.907435 0.294817 -3.26654
-0.78091 0.253419 -3.0438
-0.804823 0.252614 -2.95862
-0.849499 0.262388 -2.98956
-0.705722 0.205793 -2.65113
-0.667562 0.190243 -2.62914
-0.637643 0.174515 -2.63556
-0.742022 0.240184 -3.05048
-0.717176 0.229968 -3.10876
-0.84097 0.299072 -3.4618
-0.820727 0.295678 -3.53603
-0.804729 0.29227 -3.65306
-0.90808 0.346115 -3.88902
-0.905461 0.354693 -4.06463
-0.903529 0.364408 -4.27922
-1.0657 0.442082 -4.78264
-1.05785 0.421704 -4.53168
-1.06779 0.409218 -4.36349
-0.985141 0.394493 -4.33405
-0.981486 0.378616 -4.12393
-0.987656 0.367661 -3.97751
-0.905624 0.333497 -3.71709
-0.746638 0.218548 -2.67734
-0.795075 0.231637 -2.72994
-0.91541 0.279437 -3.10212
-0.853537 0.245658 -2.81289
-0.880784 0.280437 -5.18717
-0.883518 0.307971 -5.19895
-0.759534 0.189193 -4.25848
-0.767222 0.21931 -4.31193
-0.663146 0.116195 -3.50376
-0.676749 0.148541 -3.60659
-1.05897 0.339554 -6.38113
-1.2755 0.48433 -7.88622
-1.04651 0.368443 -6.37203
-1.25371 0.509423 -7.81143
-1.23739 0.531461 -7.7272
-1.22227 0.546143 -7.59062
-1.03923 0.395983 -6.35728
-1.0333 0.417754 -6.29644
-1.58012 0.59935 -9.53351
-1.53188 0.607926 -9.39541
-0.367984 -0.121517 -1.06611
-0.379169 -0.102833 -1.18328
-0.518534 0.00928735 -2.35214
-0.54265 0.0448866 -2.54145
-0.465355 -0.0292269 -1.92027
-0.488067 0.00371383 -2.10324
-0.423765 -0.0591095 -1.57635
-0.443551 -0.0304104 -1.73891
-0.583974 0.0573115 -2.87617
-0.605608 0.0938446 -3.04146
-0.729049 -0.0378382 -2.86908
-0.864544 0.0335063 -3.73279
-0.873365 0.0321255 -3.72927
-1.0521 0.132817 -4.85928
-1.06933 0.134344 -4.89181
-0.543236 -0.113868 -1.7445
-0.623112 -0.0837157 -2.23132
-1.01674 0.122828 -4.7622
-0.847667 0.0316383 -3.7197
-0.828479 0.0285452 -3.69202
-1.25024 0.255521 -6.21276
-1.3031 0.272927 -6.37165
-1.32946 0.276616 -6.43241
-1.67452 0.472216 -8.46056
-2.23419 0.750389 -11.5272
-2.12093 0.732283 -11.0482
-2.59705 1.01786 -13.7774
-0.482381 -0.133772 -1.36871
-0.438516 -0.146922 -1.09437
-2.31923 0.747517 -11.9237
-0.925747 -0.0606143 -2.87319
-1.15372 0.0188905 -3.97052
-1.48319 0.142223 -5.57288
-0.65878 -0.139176 -1.60838
-0.769753 -0.109302 -2.12897
-1.93488 0.321007 -7.80063
-2.60292 0.603765 -11.1266
-4.11997 1.22508 -18.2224
-3.77946 1.13182 -16.9957
-5.63773 2.00292 -26.2962
-0.577894 -0.157315 -1.2373
-0.521478 -0.167656 -0.982259
-4.55165 1.32547 -19.8324
-1.44259 0.0967989 -4.25664
-1.47068 0.104474 -4.32932
-1.84083 0.233793 -5.88162
-1.87455 0.242279 -5.96393
-2.42579 0.449331 -8.30607
-0.981506 -0.0428108 -2.42599
-1.17309 0.011464 -3.17556
-1.19292 0.0171464 -3.22318
-3.23033 0.766981 -11.705
-4.37423 1.24628 -16.654
-6.41662 2.13785 -25.3671
-7.91203 2.83971 -32.161
-6.00666 1.95992 -23.9228
-8.22413 2.95537 -33.9583
-1.50862 0.114252 -4.42463
-1.90884 0.248843 -6.02826
-1.93529 0.253501 -6.06604
-1.22057 0.0247859 -3.28799
-0.840004 -0.0776993 -1.88887
-0.737462 -0.100094 -1.5046
-9.20532 3.11314 -35.7829
-7.88895 2.69202 -30.9676
-9.22952 3.36456 -37.1604
-1.25954 0.435793 -4.45506
-1.16338 0.403441 -4.18187
-1.36241 0.486983 -4.92724
-1.24256 0.446155 -4.58354
-1.36087 0.497881 -5.07465
-1.47549 0.550669 -5.56491
-1.47396 0.539681 -5.42092
-1.58827 0.594797 -5.93051
-1.63231 0.601738 -5.95022
-1.74708 0.659303 -6.48491
-1.08326 0.391273 -4.1257
-1.13869 0.408156 -4.25783
-1.02951 0.362413 -3.86041
-1.08408 0.377237 -3.96811
-1.02232 0.3424 -3.65475
-1.20777 0.441241 -4.57738
-1.12912 0.414783 -4.35197
-0.999831 0.360232 -3.87208
-1.06336 0.392479 -4.16635
-1.49593 0.624771 -9.27235
-1.47079 0.645606 -9.16992
-1.20525 0.551532 -7.36829
-1.18749 0.5533 -7.07514
-1.02618 0.431196 -6.15949
-1.02164 0.442641 -5.98009
-0.883025 0.326628 -5.12668
-0.883803 0.342348 -5.01011
-1.45419 0.665427 -9.0823
-1.44317 0.680862 -8.97473
-1.43224 0.688605 -8.7921
-1.40774 0.685856 -8.43725
-2.86654 0.82083 -14.3248
-0.669106 0.159409 -3.50957
-0.641683 0.152605 -3.22879
-0.581076 0.0900785 -2.82116
-0.764908 0.236358 -4.23954
-0.758992 0.247012 -4.09729
-0.39314 -0.0812467 -1.31264
-0.409478 -0.056509 -1.45312
-0.467302 0.00283968 -1.91787
-0.493803 0.0383077 -2.09227
-0.42792 -0.0286958 -1.59925
-0.449461 0.00212743 -1.74996
-0.519235 0.043414 -2.3289
-0.554721 0.0863985 -2.55633
-0.995656 0.414591 -4.60822
-1.01261 0.440322 -4.95702
-1.09424 0.476776 -5.17558
-1.14955 0.529616 -5.79136
-1.26054 0.589329 -6.31441
-1.36184 0.641868 -6.79587
-1.18904 0.531552 -5.6781
-1.27856 0.580509 -6.1339
-1.14816 0.490763 -5.23651
-1.40761 0.700789 -7.7836
-1.53826 0.770614 -8.8627
-1.5231 0.758748 -8.31764
-1.68466 0.845944 -9.56453
-1.64116 0.814505 -8.83249
-1.80003 0.898414 -10.0345
-1.91673 0.947758 -10.4986
-2.04571 0.998855 -11.0602
-1.77128 0.873866 -9.3918
-0.902463 0.373573 -4.51922
-0.89814 0.373681 -4.73336
-1.02016 0.457475 -5.27103
-1.02307 0.463987 -5.55341
-1.14711 0.542888 -6.07219
-1.15258 0.5514 -6.36919
-1.48613 0.722888 -7.70612
-1.37701 0.669342 -7.21406
-1.28091 0.62183 -6.79916
-1.27911 0.628615 -7.09132
-0.698562 0.220215 -3.1877
-0.683916 0.208801 -3.26888
-0.793353 0.292059 -3.80736
-0.782966 0.285959 -3.95075
-2.32707 0.904794 -8.66877
-1.98029 0.756714 -7.3417
-2.44036 0.96694 -9.27971
-2.08255 0.810847 -7.86435
-1.84583 0.70912 -6.9599
-5.07355 2.06425 -19.5704
-3.70597 1.49596 -14.1405
-5.07129 2.07707 -19.8708
-3.80029 1.55294 -14.8012
-5.31159 2.18307 -21.1476
-5.56376 2.25572 -26.2842
-4.72421 1.95096 -22.6125
-5.61096 2.28744 -26.036
-4.72549 1.96183 -22.213
-6.38767 2.58197 -28.8893
-7.43615 2.97585 -32.8809
-5.53495 2.26813 -25.1455
-6.43284 2.6035 -28.4419
-4.40583 1.8579 -20.6495
-3.81864 1.63646 -18.4073
-3.3022 1.44375 -16.3748
-3.91053 1.6522 -18.9995
-3.36246 1.44657 -16.8387
-2.89696 1.23363 -15.4457
-2.85309 1.18533 -15.2173
-2.92243 1.27376 -15.381
-2.88331 1.24795 -15.3258
-3.55557 1.50573 -17.8543
-3.17155 1.36495 -16.3323
-2.93429 1.29559 -15.1785
-4.0557 1.69597 -19.8809
-6.63616 2.5345 -31.396
-6.4237 2.51622 -30.4533
-1.34793 0.663488 -7.79864
-1.17056 0.555832 -6.73742
-2.9047 1.29896 -14.8405
-2.89577 1.30918 -14.591
-2.59896 1.19054 -13.6185
-2.64028 1.21168 -13.5994
-2.43197 1.13393 -12.74
-2.26457 1.07347 -11.9547
-2.34232 1.09934 -12.4951
-9.8787 3.85711 -42.1932
-8.67465 3.42469 -36.5391
-8.75241 3.46705 -37.9827
-7.52395 3.01026 -32.5125
-9.87432 3.7473 -41.6121
-9.32004 3.53434 -38.6456
-10.7715 4.2574 -44.4273
-9.00023 3.617 -36.9869
-7.24731 2.94614 -29.5409
-7.30826 2.94215 -30.447
-5.8343 2.3842 -24.0555
-11.1498 4.28379 -45.654
-6.05518 2.48063 -24.4203
-4.92137 2.02891 -19.9898
-4.8818 1.93361 -18.238
-3.43813 1.34373 -12.6463
-5.13051 2.06797 -19.5038
-3.60571 1.43499 -13.5063
-2.97196 1.19911 -11.4335
-2.85958 1.13498 -10.77
-4.06848 1.56061 -14.817
-3.07379 1.16837 -11.0683
-0.890094 0.360617 -4.88817
-0.769725 0.268677 -4.03658
-0.665934 0.186869 -3.28797
-0.520299 0.071606 -2.22997
-0.543988 0.0990781 -2.31277
-0.47452 0.0348644 -1.89695
-0.502518 0.067141 -2.02782
-0.582738 0.121271 -2.68246
-0.604042 0.146109 -2.71915
-0.556709 0.113733 -2.29917
-0.620092 0.161203 -2.68482
-1.02229 0.45657 -5.78642
-1.16012 0.287944 -3.38436
-1.84388 0.549845 -5.8471
-1.85796 0.692762 -6.74563
-2.19751 0.834026 -8.00199
-2.7359 1.06526 -10.0887
-2.64074 1.00673 -9.54647
-1.59675 0.776043 -8.19753
-1.4552 0.689122 -7.23254
-1.36046 0.624114 -6.54107
-2.18324 1.04705 -11.7435
-2.13078 1.02734 -11.252
-4.82117 1.99632 -19.9037
-1.39486 0.520774 -5.33066
-1.29159 0.475289 -4.90289
-1.12024 0.422789 -4.46712
-1.59878 0.608483 -6.10224
-1.53305 0.584808 -5.92645
-2.59256 1.20276 -13.2545
-2.76374 1.26983 -13.8749
-4.94676 2.06012 -22.5207
-5.45848 2.24791 -24.1849
-1.69667 0.647033 -6.42078
-4.42292 1.85647 -19.0617
-5.04873 2.09202 -21.8995
-4.71584 1.9627 -20.0578
-5.40182 2.2179 -23.0376
-1.2868 0.528154 -5.53725
-1.21098 0.481354 -5.07859
-2.25015 1.07473 -11.7666
-2.41474 1.1353 -12.5269
-1.15707 0.447269 -4.7322
-1.13355 0.448872 -4.77083
-4.89814 2.02946 -20.5341
-5.7188 2.33635 -24.0034
-6.09008 2.47891 -26.3852
-6.55091 2.64675 -27.836
-0.967457 0.310248 -3.3707
-1.13062 0.463623 -4.94196
-2.30732 0.377123 -7.44122
-2.19332 0.339537 -7.00767
-1.97756 0.265015 -6.13215
-1.94192 0.254114 -6.00926
-1.72318 0.179617 -5.14078
-1.74143 0.186246 -5.2239
-1.64155 0.152125 -4.84147
-1.67344 0.163101 -4.96905
-1.70295 0.173142 -5.10616
-1.72991 0.182385 -5.20669
-2.74251 0.529787 -9.19677
-2.26426 0.365195 -7.33395
-2.16767 0.332433 -6.94356
-2.43084 0.42065 -7.96214
-2.29373 0.374595 -7.42381
-1.93864 0.253618 -6.04957
-1.91845 0.247154 -5.96078
-1.72469 0.171858 -6.05182
-1.46381 0.0868726 -4.92886
-1.41875 0.0720907 -4.71977
-1.56427 0.118636 -5.34237
-1.49458 0.0962522 -5.03623
-1.50533 0.0983913 -5.04285
-1.44412 0.079126 -4.78756
-1.13972 -0.018513 -3.47753
-1.16458 -0.0109435 -3.58079
-1.27497 0.0255709 -4.09397
-1.27321 0.0247802 -4.07558
-1.32342 0.0386196 -4.22218
-1.30458 0.0332641 -4.15659
-1.17119 -0.0102999 -3.55771
-1.18541 -0.00545496 -3.63279
-1.11245 -0.0283013 -3.32628
-1.13795 -0.0203036 -3.44122
-1.2133 0.0715656 -4.9136
-1.05111 0.0128745 -4.08294
-1.02117 0.0012427 -3.90785
-1.11163 0.0329091 -4.36585
-1.0675 0.0170268 -4.1293
-1.07379 0.0151441 -4.11486
-1.03552 0.00260364 -3.92607
-0.84441 -0.0666788 -2.95414
-0.85915 -0.0614954 -3.02462
-0.932541 -0.0319077 -3.44949
-0.929688 -0.0334442 -3.41941
-0.9583 -0.0299962 -3.47999
-0.946999 -0.0321417 -3.43842
-0.860784 -0.0658598 -2.97035
-0.870345 -0.0608672 -3.03517
-0.824492 -0.076966 -2.81019
-0.840509 -0.0705296 -2.89849
-0.736211 -0.00804827 -3.23921
-0.744358 -0.00477157 -3.27331
-0.800101 0.0282342 -3.66735
-0.795799 0.0243957 -3.61388
-0.880963 0.0714462 -4.17545
-0.85863 0.0581011 -4.00874
-0.919725 0.0884192 -4.37649
-0.888046 0.0718141 -4.16923
-0.893846 0.0701463 -4.16515
-0.865155 0.0568646 -3.9953
-0.814688 0.0256983 -3.64925
-0.803848 0.0225152 -3.5963
-0.745439 -0.010327 -3.22395
-0.749619 -0.00626845 -3.26092
-0.720067 -0.0205728 -3.09786
-0.729155 -0.0153017 -3.15302
-1.74087 0.184618 -5.24408
-1.75269 0.186114 -5.2841
-1.89187 0.236325 -5.84742
-1.86746 0.225186 -5.74273
-2.08075 0.300809 -6.59138
-2.00474 0.271849 -6.28158
-2.17213 0.331358 -6.93858
-2.06916 0.293355 -6.52335
-2.09893 0.305932 -6.63473
-2.01871 0.275963 -6.31125
-1.90872 0.241501 -5.87916
-1.88147 0.229731 -5.76578
-1.74898 0.187531 -5.25347
-1.7599 0.188809 -5.29086
-1.69375 0.168676 -5.04636
-1.71613 0.173873 -5.12889
-1.8113 0.200552 -5.50254
-1.84648 0.210934 -5.6365
-1.88046 0.221199 -5.7647
-1.87231 0.221012 -5.74564
-1.90018 0.228886 -5.85019
-1.92607 0.236255 -5.94329
-1.94252 0.244552 -6.01502
-1.96088 0.249162 -6.08194
-1.96936 0.250837 -6.11009
-1.9754 0.255432 -6.13105
-1.98959 0.258577 -6.1808
-1.98511 0.255782 -6.15939
-1.95413 0.248238 -6.03532
-1.97345 0.253099 -6.10492
-1.98075 0.254376 -6.13135
-1.88711 0.225919 -5.76813
-1.91595 0.233983 -5.87581
-1.93841 0.240188 -5.96436
-1.8212 0.203978 -5.51494
-1.85739 0.214585 -5.65208
-1.89058 0.224514 -5.7804
-1.79363 0.19471 -5.42035
-1.83349 0.206602 -5.57237
-1.88234 0.221647 -5.75985
-1.93995 0.240382 -5.98283
-6.00318 2.39368 -28.4234
-1.78631 0.193243 -5.40759
-1.77096 0.189075 -5.34977
-1.76633 0.186663 -5.31684
-1.7478 0.181429 -5.24699
-1.7951 0.196404 -5.4172
-1.77883 0.191991 -5.35722
-1.86641 0.220222 -5.69238
-1.8581 0.218524 -5.66436
-1.94006 0.244786 -5.986
-1.94181 0.246514 -5.99783
-1.96451 0.253059 -6.09396
-1.97031 0.256178 -6.12185
-1.92931 0.241345 -5.96799
-1.931 0.243077 -5.97928
-1.85299 0.215671 -5.67346
-1.84544 0.214199 -5.64717
-1.76878 0.189914 -5.32127
-1.73315 0.177761 -5.19198
-1.76143 0.187144 -5.31465
-1.96673 0.256312 -6.1006
-1.86364 0.221731 -5.6904
